business,name,address,city,state,latitude,longitude,stars,review_count,food_type,restaurant_type,country_type,mon,tue,wed,thu,fri,sat,sun
3WRvQJS9GIBubGxbHMzX2g,Chipotle Mexican Grill,7370 S Las Vegas Blvd,Las Vegas,NV,36.0560643,-115.1715838,3.5,109,Fast Food;,Fast Food;,Mexican;,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
nGjqCFbLPeBJe55Mx-nIEw,Tacos Los Toritos,861 N Nellis Blvd,Las Vegas,NV,36.1798261,-115.0627135,4.5,39,,,Mexican;,None,None,None,None,None,None,None
bDvLiWHaZOPk18p958xLOQ,Scoops,6775 E Lake Mead Blvd,Las Vegas,NV,36.19504206,-115.0241216,3.5,5,Food;,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
hmgbkFngXKjpWqJItOPYpA,Tropical Smoothie Cafe - Excalibur,3850 S Las Vegas Blvd,Las Vegas,NV,36.09856051,-115.1751852,4,24,Fast Food;,Fast Food;Restaurants;,,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0
bM-rAr7gxsxxjD-FlRcIJA,Carding's Tambayan,"4180 S Jones Blvd, Unit 1",Las Vegas,NV,36.1129254,-115.2243713,4,31,,,Hawaiian;Asian Fusion;Filipino;,18:0-1:0,18:0-1:0,18:0-1:0,11:30-15:0,18:0-4:0,18:0-4:0,18:0-2:0
3pGA9YGsDLRQ7HJLw5cwcQ,Yunnan Tasty Garden,5115 Spring Mt Rd,Las Vegas,NV,36.1256933,-115.2112778,4,111,Hot Pot;,,Chinese;,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
piJeE_GQxpYE3hvqW__jvA,The Cracked Egg,9921 W Charleston Blvd,Las Vegas,NV,36.15788227,-115.3134784,4,227,,Breakfast & Brunch;,American (New);,None,None,None,None,None,None,None
Ww5qfd1cx0ArJvV2KcnCsw,Fat Tuesday,2000 S Las Vegas Blvd,Las Vegas,NV,36.1472468,-115.1560311,4.5,30,,Bars;,,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,10:0-1:0
xinvYQjpFtFY_jTZPZ5uUw,Mr Sandwich,"4626 S Maryland Pkwy, Ste C",Las Vegas,NV,36.105748,-115.136843,3.5,153,Sandwiches;,Juice Bars & Smoothies;Restaurants;,Vietnamese;,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,10:0-18:0,10:0-18:0
fKQOC_d38iG7al28Q5rmLg,Starbucks,3770 Las Vegas Blvd S,Las Vegas,NV,36.1051256,-115.1752326,2.5,54,Coffee & Tea;Desserts;Food;,Coffee & Tea;,,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
Lw9EBaDVg5R36dIE6N2oqw,Carlos' Kitchen,"Spectators Bar, 4140 S Durango Dr",Las Vegas,NV,36.1143948,-115.27811,4.5,138,Seafood;,Restaurants;,American (New);,None,None,None,None,None,None,None
2k01kgbLdNV9b19GrOqdNA,Italian Oasis Pizzeria,"953 E Sahara Ave, Ste E33",Las Vegas,NV,36.14182872,-115.1421266,4.5,63,Food;Pizza;,Restaurants;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
CWNMLT-ppaUjLMmrnYDPVg,Roy's Restaurant,8701 W Charleston Blvd,Las Vegas,NV,36.158503,-115.285177,4,96,,Restaurants;,Asian Fusion;,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,17:0-21:0
TkrydveE1Laf_LHoKFALNw,Hunan Jiu Jia,3950 Schiff Dr,Las Vegas,NV,36.1247621,-115.1933052,3.5,28,,Restaurants;,Chinese;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
SwrRrGM-clSCBqC9aZJ1KQ,McCall's Heartland Grill,2000 Las Vegas Blvd S,Las Vegas,NV,36.147076,-115.1555371,3.5,122,Seafood;,Restaurants;Bars;,American (Traditional);,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,12:0-2:0,12:0-2:0
UOo1gVPvikk6UjRhet8GxQ,Starbucks,3400 Las Vegas Blvd S,Las Vegas,NV,36.12188481,-115.176678,2,9,Food;,,,None,5:30-1:0,5:30-1:0,5:30-1:0,5:30-1:0,5:30-1:0,5:30-1:0
4IjBNRGBas0tokjOp-IMPw,Sam's Club,5101 S Pecos Rd,Las Vegas,NV,36.096528,-115.102443,3,46,Food;,,,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,9:0-20:30,10:0-18:0
iu-KRfucMNM1j9-EstPGXg,Sonic Drive-In,6301 W Lake Mead Blvd,Las Vegas,NV,36.1954371,-115.2307366,2,32,,Restaurants;,American (Traditional);,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0
Lu4bAUg2uv4TWcl6cHLcPQ,Mrs Fields Cookies,"4300 Meadows Ln, Ste 133A",Las Vegas,NV,36.1725319,-115.197258,2.5,9,Food;,,,None,None,None,None,None,None,None
Y4nw_rZUPGw-aRdx6kv4kA,Boardhouse Serious Sandwich,4178 Koval Ln,Las Vegas,NV,36.1130255,-115.1634847,3,8,Sandwiches;,,,None,None,None,None,None,None,None
kOt9Ci_i8O6m_aPXN8HXLQ,The Famous Burritos,3655 S Rainbow Blvd,Las Vegas,NV,36.1227157,-115.2430931,3,8,,,Mexican;,None,None,None,None,None,None,None
bXISj8RpXaAilaPLtJuzKg,Aces,S Hall,Las Vegas,NV,36.12840195,-115.152902,2,5,,Food Stands;,,None,None,None,None,None,None,None
T66oqkB_Bllsl0bz9Objdg,Lucky Star Chinese & Japanese Buffet,"617 Mall Ring Cir, Ste 120",Las Vegas,NV,36.175,-115.136389,2,13,Buffets;,Restaurants;,Chinese;,None,None,None,None,None,None,None
_JbuDLG7SFEtiCVDT1M0CQ,Bowlology,"10870 W Charleston Blvd, Ste 140",Las Vegas,NV,36.1609354,-115.3335366,4,189,Live/Raw Food;Food;Acai Bowls;Poke;,Poke;Restaurants;,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,9:0-18:0
5MjT_Dxc0VKVbd2NNPNc_A,Candy Cash By Design,,Las Vegas,NV,36.0612353,-115.2896852,5,5,Specialty Food;,,,None,None,None,None,None,None,None
NjMC1bh3xZbqBmihsbH-nw,PT's Gold,4880 Silverado Ranch Blvd,Las Vegas,NV,36.0142033,-115.2070681,3,33,,Bars;Restaurants;,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None
64QldpwnBOWbv25w2wngmg,Encore Lobby Bar,3131 Las Vegas Blvd S,Las Vegas,NV,36.1265953,-115.1653651,4,91,,Bars;,,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0
pfmr8R3WH8RXqW0W6D8ffQ,Lombardi's Romagna Mia,3663 Las Vegas Blvd S,Las Vegas,NV,36.1105741,-115.1694168,3.5,280,Pizza;,Breakfast & Brunch;Restaurants;,American (New);American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0
fWEfX14W2_7GDOJBSQQU9Q,Ichiban Sushi,3645 Las Vegas Blvd S,Las Vegas,NV,36.1142773,-115.1709763,3.5,101,Sushi Bars;,,Japanese;,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:30,7:0-23:30,7:0-23:0
f-4N8MXGy_ifyGtfZrh6SQ,Popeyes Louisiana Kitchen,5757 Wayne Newton Blvd,Las Vegas,NV,36.08241227,-115.1481162,3.5,53,Chicken Wings;Fast Food;,Fast Food;,,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0
P8uECqGqXWTwEndkh-6bQw,Naked City Pizza Shop,3240 S Arville St,Las Vegas,NV,36.130804,-115.198971,4,523,Sandwiches;Chicken Wings;,Restaurants;,Italian;,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0
KdQM64AQ5_ppgs6RolwJ4w,Tacos La Mexicana,"3675 S Decatur Blvd, Ste 1",Las Vegas,NV,36.1229755,-115.2090921,3.5,40,,Restaurants;,,10:0-20:0,10:0-19:0,10:0-20:0,10:0-19:0,10:0-20:0,9:0-20:0,9:0-17:0
ltGrILPoBdhDPW7puGmI1Q,Brendan's,4500 Tropicana,Las Vegas,NV,36.10177478,-115.2025862,3,6,,Gastropubs;Restaurants;Bars;,,None,None,None,None,None,None,None
kCxt-d_OJVlWRfwwH4WsHA,Kikuhana Japanese Restaurant,2550 S Rainbow Blvd,Las Vegas,NV,36.1433639,-115.2424505,3.5,4,,,Japanese;,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,17:30-23:0,None
ay6V-SfANiKOZvma7iZS0Q,En Fuego Cigars & Lounge,328 W Sahara Ave,Las Vegas,NV,36.1441601,-115.1616961,5,101,,Bars;Lounges;,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-23:0,9:0-23:0,10:0-18:0
tcJxTYHmcvENebzdpoailQ,Subway,"11700 W Charleston Blvd, Ste 140",Las Vegas,NV,36.16010875,-115.3500865,5,3,Sandwiches;,Restaurants;,,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-0:0,7:0-0:0,8:0-22:0
MVgTNrbHjQnRNY4QaYIrbQ,Walmart Supercenter,6464 N Decatur Blvd,Las Vegas,NV,36.2776518,-115.203082,2.5,88,Food;,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
vlcrr8ekoIMMsG6y_sC5qA,Starbucks Coffee,395 Hughes Center Dr,Las Vegas,NV,36.11465081,-115.1575937,4,14,Food;,,,4:30-0:0,4:30-0:0,4:30-0:0,4:30-0:0,4:30-0:0,4:30-0:0,4:30-0:0
OioKDmq7U1WFMqaPWGUR3A,Olocuilta Restaurant,1756 E Charleston Blvd,Las Vegas,NV,36.1588442,-115.1259392,3,14,,,Mexican;,None,None,None,None,None,None,None
NS2v5fGUGGcm-8KwYZbHIQ,Nutrition Rush,"2655 S Maryland Pkwy, Ste 101",Las Vegas,NV,36.1413924,-115.1385059,2.5,12,Food;Specialty Food;,,,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,9:0-20:0,10:0-18:0
svdEhLmNmpVaIv1WLtoOvQ,Tacos & Beer,"3900 Paradise Rd, Ste A",Las Vegas,NV,36.11926,-115.154634,4,846,Tapas/Small Plates;,Restaurants;Bars;,Latin American;Mexican;,11:30-1:0,11:30-2:0,11:30-1:0,11:30-1:0,11:30-2:0,11:30-2:0,11:30-2:0
TQsxT_081qldRXUUrD5cwQ,Espresso Culture & Cuisine,3448-3470 S Las Vegas Blvd,Las Vegas,NV,36.1192765,-115.1727528,4,8,Desserts;Gelato;Food;,,,None,None,None,None,None,None,None
nHktq8MckAbxmfRNRGlo0Q,Auntie Anne's Pretzels,5757 Wayne Newton Blvd,Las Vegas,NV,36.0838389,-115.148385,3.5,4,Food;,,,None,None,None,None,None,None,None
Ty9d2LrMfL0CCvJYbOEf_g,Red Hookah Lounge,3330 E Tropicana,Las Vegas,NV,36.1009153,-115.1027506,3,13,,Bars;,,11:0-2:0,11:0-2:0,11:0-2:0,None,11:0-4:0,11:0-4:0,13:0-2:0
bOGpm_4Emm4btMbJNA1L7A,Solaro,3325 Las Vegas Blvd S,Las Vegas,NV,36.12423118,-115.1682609,2.5,38,Burgers;Chicken Wings;,Restaurants;,American (New);Italian;,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
QCe_OTC_9Vf5-oQuflQH7Q,Pad Thai Restaurant,"860 S Rancho Dr, Ste 2",Las Vegas,NV,36.1606158,-115.1747415,3.5,80,,,Thai;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,None
kB1S2GJUjE2k3XN1WQS9tQ,McDonald's,1501 W Lake Mead Blvd,Las Vegas,NV,36.1953052,-115.1611508,1.5,16,Burgers;,Restaurants;,,None,None,None,None,None,None,None
BOQOuwSNhfKx1xvKtONsBg,Settebello Pizzeria Napoletana,"9350 W Sahara Ave, Ste 170",Las Vegas,NV,36.14726064,-115.2996586,4,329,Pizza;,,Italian;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
7ibuDLfx8gEhESAufYIySw,Sushi Mon,"9770 S Maryland Pkwy, Ste 3",Las Vegas,NV,36.01173165,-115.1359823,4,929,Salad;Sushi Bars;,Restaurants;,,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
sIr0Wp13Z_MqwgcNvF-5ew,PoshBurger Bistro,"9921 W Charleston Blvd, Ste 6",Las Vegas,NV,36.1588941,-115.3122252,3,47,Burgers;Food;,,American (Traditional);,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30
KqGOFK0v45x8evM9Bxly_A,Vegas Indoor Skydiving,200 Convention Center Dr,Las Vegas,NV,36.1326974,-115.161557,4.5,172,,Local Flavor;,,9:45-20:0,9:45-20:0,9:45-20:0,9:45-20:0,9:45-20:0,9:45-20:0,9:45-20:0
pd3uep0D-vKWHsLLlCu6qQ,Stage Door,4000 Linq Ln,Las Vegas,NV,36.11490392,-115.1683331,4.5,238,,Bars;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
6CnoUxE66XuY5gI-hBysbw,G G Santi II,3355 Las Vegas Blvd S,Las Vegas,NV,36.1220839,-115.1680316,3,4,Specialty Food;Food;Desserts;,Restaurants;,,None,None,None,None,None,None,None
tE3I0EbVRz3iYld_2hFwvw,Hyde Lounge,3780 Las Vegas Blvd S,Las Vegas,NV,36.103518,-115.173592,3,8,,Lounges;Bars;,,None,None,17:0-1:0,None,None,None,None
TFybLreUjQyx0zLq5tW7VA,Lucky Fish Sushi & Grill,"3400 S Jones Blvd, Ste 2",Las Vegas,NV,36.127754,-115.224318,3.5,32,Sushi Bars;,,Japanese;,None,None,None,None,None,None,None
jNhxnj9j_spThcSzJMaeTw,Kan's Kitchen,3407 S Jones Blvd,Las Vegas,NV,36.1272235,-115.2249939,3.5,10,,Restaurants;,,None,None,None,None,None,None,None
u9a_nThKXoF3X5E3xWgnAA,Mom's Good Eats,"7785 N Durango Dr, Ste 135",Las Vegas,NV,36.302559,-115.282161,4,7,Sandwiches;Chicken Wings;,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,"Aria Resort and Casino, 3745 Las Vegas Blvd S",Las Vegas,NV,36.10688395,-115.1742268,3.5,163,,,American (New);Italian;,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30
Gk_KLfwb0GMgKDrP8_0kqg,People's Republic,"3743 S Las Vegas Blvd, Ste 100",Las Vegas,NV,36.1067305,-115.1719754,4,25,Beer;Food;,Restaurants;Bars;,American (Traditional);,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0
1tJdRIuyH9UY_35yfn_uyg,Hot Dog Heaven,9770 S Maryland Pkwy,Las Vegas,NV,36.011942,-115.136169,3,12,,Restaurants;,American (Traditional);,None,None,None,None,None,None,None
R7wU_CVAZtPwfim8vHL51w,The International Bar,3000 Paradise Rd,Las Vegas,NV,36.1362847,-115.1514119,2.5,4,,Cocktail Bars;Bars;,,None,None,None,None,None,None,None
QJatAcxYgK1Zp9BRZMAx7g,Shake Shack,3790 Las Vegas Blvd S,Las Vegas,NV,36.10306126,-115.1734503,4,2549,Burgers;,,American (New);,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
o3Re9LeqDZvVURFUGndwEg,Pueblo Nuevo,1000 N Rancho Dr,Las Vegas,NV,36.18232321,-115.1795362,3,3,Specialty Food;Food;,Restaurants;,Mexican;,None,None,None,None,None,None,None
HoPbdqGo8nV0ookg0rbKvA,Puff Lounge,1030 E Flamingo Blvd,Las Vegas,NV,36.1155934,-115.1414363,3,7,,Bars;,,None,None,None,None,None,None,None
892U_SGiBR8UODoxczxvIA,High Class Hookah Shop,"2400 S Jones Blvd, Ste 15",Las Vegas,NV,36.1455047,-115.2244681,5,66,,Bars;,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,10:0-22:0
6fKmO2gzGQhzM791H6b4mQ,Domino's Pizza,4966 S Maryland Pkwy,Las Vegas,NV,36.0999219,-115.1364184,2,58,Pizza;Chicken Wings;,Restaurants;,,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0
P4MSmTvAVeW3is2RORWosA,Subway,"7121 W Craig Rd, Ste 113",Las Vegas,NV,36.2394009,-115.2493787,2.5,23,Fast Food;,Restaurants;Fast Food;,,None,None,None,None,None,None,None
LEOvXK3lMEfjnex3CPvrng,Albinas Italian American Bakery,3035 E Tropicana Ave,Las Vegas,NV,36.0992176,-115.1096599,4,10,Bakeries;,Bakeries;,,None,None,None,None,None,None,None
2A3fwLRM7J6pffKgJT6PvA,Terrible Herbst,330 N Rancho,Las Vegas,NV,36.1765002,-115.1745476,2,7,Food;,,,None,None,None,None,None,None,None
p9WVPQVhVzbBh_KEWJ21Ug,Chicago Dogs,2055 E Tropicana Ave,Las Vegas,NV,36.100336,-115.125135,3,4,,Restaurants;,,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-16:30
yz2EimDE7bBvq6b4mDe_zg,IHOP,4860 Boulder Hwy,Las Vegas,NV,36.1155292,-115.0684871,3,40,,Breakfast & Brunch;Restaurants;,American (New);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
xv-A7RZuC5Qlxu9CEzuyig,A Wedding Chapel,1431 Las Vegas Blvd S,Las Vegas,NV,36.1536253,-115.1505291,2,24,Pizza;,Restaurants;,,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
N_TYkatwxieUMJVfMwQbvQ,Dairy Queen Grill & Chill,10475 Spencer St,Las Vegas,NV,35.99861625,-115.1271629,2,6,Fast Food;Ice Cream & Frozen Yogurt;Food;,Fast Food;Restaurants;,,None,None,None,None,None,None,None
k8J6cm965JONbkAIFIcb2Q,Lobby Bar,3900 Las Vegas Blvd S,Las Vegas,NV,36.0957836,-115.1761162,2.5,9,,Cocktail Bars;,,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0
1SCETxRnwaYo2aBC3fi4SA,PDQ - Las Vegas: Sahara,3010 W Sahara Ave,Las Vegas,NV,36.1444632,-115.182113,4,212,Salad;Chicken Wings;Sandwiches;,Restaurants;,,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-20:0
HewQZ7hyegytoABzApyUiA,El Pollo Loco,4292 Blue Diamond Rd,Las Vegas,NV,36.0377169,-115.1976388,2,17,,Restaurants;,Mexican;,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
r8WvwxtzK2QAMAciMANz6w,Roberto's Taco Shop,545 E Twain Ave,Las Vegas,NV,36.1211406,-115.1502484,3.5,4,Fast Food;,Restaurants;Fast Food;,,None,None,None,None,None,None,None
zwNC-Ow4eIMan2__bS9-rg,Taco Y Taco,3430 E Tropicana Ave,Las Vegas,NV,36.1010489,-115.0999655,4,510,,Vegetarian;Restaurants;,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-0:0,10:0-22:0
kXxSkjIByGp4X6-FIO8_Qw,The Diner at LVM Resort,8175 Arville St,Las Vegas,NV,36.04089797,-115.1996833,4.5,135,,Restaurants;Diners;Breakfast & Brunch;,,7:30-14:30,7:30-14:30,7:30-14:30,7:30-14:30,7:30-14:30,7:30-14:30,8:0-13:30
0O3W4Pe0_Jfuq2AlR2nh6w,New Bahay Kubo,750 E Pyle Ave,Las Vegas,NV,36.0069369,-115.1466693,3.5,3,Food;,,,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0
8NQNJZgL5bshPkGzQ76SDQ,Ray's Asian Cuisine and House of Ramen,3025 E Desert Inn Rd,Las Vegas,NV,36.1296022,-115.1085145,4,27,Ramen;,Restaurants;Ramen;,,None,None,None,None,None,None,None
LYuQEzRAOHVSdDTdHj5LLw,Bourbon Street Cabaret,4500 West Tropicana Ave,Las Vegas,NV,36.1027194,-115.2019839,4.5,3,,Lounges;Bars;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
fHo_ycJ1OQ_H7DyctJhr6A,Blue Ox Central,6000 S Eastern Ave,Las Vegas,NV,36.08005713,-115.1182481,4,75,,Bars;Breakfast & Brunch;,American (New);,None,None,None,None,None,None,None
6hDSwRz0n4LB2sZ9qWG4-w,USO Terminal 1,5753 Wayne Newton Blvd,Las Vegas,NV,36.0886451,-115.1503947,4.5,7,,Bars;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0d0i0FaJq1GIeW1rS2D-5w,Bruxie,"3782 S Las Vegas Blvd, South Tenant Block, Bldg D1",Las Vegas,NV,36.103262,-115.174101,4.5,907,Food;Desserts;Waffles;,Breakfast & Brunch;Restaurants;,,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-0:0,9:0-0:0,9:0-23:0
E96XW5-Me9nnBIkpg0nNBA,Blue Ribbon - Las Vegas,3708 Las Vegas Blvd S,Las Vegas,NV,36.1097544,-115.1738726,4,34,,Restaurants;Cocktail Bars;Bars;,American (New);,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-2:0,17:0-2:0,17:0-0:0
H-WYHSzXPWS9Avj0W6SRpg,The Buffet at Excalibur,"Excalibur Hotel And Casino, 3850 S Las Vegas Blvd",Las Vegas,NV,36.098909,-115.175557,2.5,309,Buffets;,Breakfast & Brunch;,,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
iIwMJdDuExGrOqkSAyPb9A,Samurai Sam's,"4175 S Grand Canyon Dr, Ste 103",Las Vegas,NV,36.113711,-115.307527,3,85,,,Japanese;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0
aBCqrJwXAHnTgO2e_l0v8w,Carl's Jr,2001 Las Vegas Blvd S,Las Vegas,NV,36.1479582,-115.1540116,2.5,26,Food;,Restaurants;,,None,None,None,None,None,None,None
bjXRQpNaeES-Lvidg1hJBw,Mike Morey's Sip'n'Tip,"111 S Las Vegas Blvd, Ste B",Las Vegas,NV,36.16857174,-115.1407658,4.5,3,,Bars;,,None,None,None,None,None,None,None
7OkUKJNJkurXKeixq_ASVA,The Saucy Tomato,"Paradise Marketplace, 3870 E Flamingo Rd",Las Vegas,NV,36.1163431,-115.0905562,3,23,Gluten-Free;,Restaurants;,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
uoQXj3BpxKsWyeO7mmcbPw,Fortune Fountain Chinese Restaurant,"3909 W Sahara Ave, Ste 9",Las Vegas,NV,36.1440254,-115.1938769,4,6,,Restaurants;,Chinese;Asian Fusion;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Lzg7YuoP1SDyg2S5lvBvhg,Good Fella Korean Bistro,"5035 S Fort Apache Rd, Ste 106",Las Vegas,NV,36.0977765,-115.2975877,4.5,130,,Restaurants;Bars;,Asian Fusion;,11:0-22:0,11:0-22:0,None,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
P2dFr-Jg1OUoNMikaCmLEQ,Café Hollywood,3667 S Las Vegas Blvd,Las Vegas,NV,36.1096949,-115.1701623,4,13,,,American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
oXozyDYGP0GhwBxVIP-NZg,Spicy Pickle,"9985 S Eastern Ave, Ste 100",Las Vegas,NV,36.006758,-115.116175,3.5,66,,Restaurants;,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-19:0,10:0-17:0
7kDN_jrcBlnjSMGmHMbxUw,Hop Nuts Brewing,"1120 S Main St, Ste 150",Las Vegas,NV,36.157897,-115.153959,4,169,Food;Beer;,Bars;Breweries;,,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-3:0,12:0-3:0,12:0-2:0
q7LG_2s2urLJcD2IsxgTWg,McDonald's,5947 Spring Mountain Rd,Las Vegas,NV,36.1252802,-115.2223961,3,11,Burgers;Fast Food;,Fast Food;,,None,None,None,None,None,None,None
LAoK-5hDjqALXQ9F6RrVIw,Bluebird Coffee Shop,2205 Paradise Rd,Las Vegas,NV,36.14495,-115.153793,3.5,3,Coffee & Tea;,Coffee & Tea;,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
MJXL27XNMm15NQ-MGP8jhw,Dairy Queen,2205 S Rainbow Blvd,Las Vegas,NV,36.1470494,-115.2434803,2.5,16,Food;Burgers;Ice Cream & Frozen Yogurt;,Restaurants;,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
yEyA7uILKG97qnyx3K2WAg,Center Cut Steakhouse,3555 Las Vegas Blvd S,Las Vegas,NV,36.11643684,-115.1721598,3,210,,Steakhouses;,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
zk6V9L20h4kDDj_dO9IitQ,Starbucks,3200 Las Vegas Blvd S,Las Vegas,NV,36.12755391,-115.1698017,2.5,14,Coffee & Tea;,Coffee & Tea;,,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,None
USYuX1n1ySv5kd3Fjs-efw,Angelina's Pizzeria,2953 S Las Vegas Blvd,Las Vegas,NV,36.13506699,-115.1628952,2.5,4,,Restaurants;,,None,None,None,None,None,None,None
5e0XIxlGRu4WfQzozclRaA,Jojo's Jerky,"3310 S Jones Blvd, Ste F-2",Las Vegas,NV,36.1286028,-115.2242459,5,40,Specialty Food;,,,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,None,None
Pob7ibbNT29--69nxXEP2g,The Chandelier,3708 Las Vegas Blvd S,Las Vegas,NV,36.10974564,-115.1739032,4,1050,,Bars;Lounges;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
